"sample" "reference" "size" "megan.taxonomy" "OTU" "exclude.itsx" "exclude.lc" "exclude.lichen" "exclude.smallotus" "ref.otu" "size.otu" "hit.otu" "kingdom" "evk" "division" "evd" "class" "evc" "order" "evo" "family" "evf" "genus" "evg" "species" "evs"
"ITA87PB02CX0WH" "A243" "ITA87PB02CX0WH" "76" " Cladophialophora sp. 94002a" "41" "0" "0" "0" "0" "ITA87PB02D92ON" " 195" "EU139133" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Eurotiomycetes" "-218.052436653874" "Chaetothyriales" "-218.052436653874" "Herpotrichiellaceae" "-218.052436653874" "Cladophialophora" "-218.052436653874" "Cladophialophora" "-218.052436653874"
"ITA87PB02EXM5N" "A360" "ITA87PB02EXM5N" "75" " Ascomycota sp. CH-Fn22" "32" "0" "0" "0" "0" "ITA87PB02DQB5N" " 792" "KF516946" "Fungi" "-129.050125723324" "Ascomycota" "-106.024274793384" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "fungal" "-129.050125723324"
"ITA87PB02C65F2" "A360" "ITA87PB02C65F2" "75" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02CZHJA" "A670" "ITA87PB02CZHJA" "74" " Micarea nitschkeana" "31" "0" "0" "0" "0" "ITA87PB02DAZ18" " 721" "JN904297" "Fungi" "-163.483541602577" "Ascomycota" "-148.058593132179" "Lecanoromycetes" "-148.058593132179" "Lecanorales" "-148.058593132179" "Byssolomataceae" "-148.058593132179" "Micarea" "-148.058593132179" "Micarea" "-148.058593132179"
"ITA87PB02EUXDZ" "A243" "ITA87PB02EUXDZ" "74" " Not assigned" "45" "0" "0" "0" "0" "ITA87PB02EUXDZ" " 155" "JN905347" "Fungi" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "uncultured" "-174.996467067547"
"ITA87PB02DWCVX" "A361" "ITA87PB02DWCVX" "73" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D6QW9" "A280" "ITA87PB02D6QW9" "73" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ECFJR" "A440" "ITA87PB02ECFJR" "71" " Herpotrichiellaceae" "46" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02ERQ64" "A243" "ITA87PB02ERQ64" "70" " Not assigned" "45" "0" "0" "0" "0" "ITA87PB02EUXDZ" " 155" "JN905347" "Fungi" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "uncultured" "-174.996467067547"
"ITA87PB02DJC0Y" "A809" "ITA87PB02DJC0Y" "69" " Ascomycota sp. AR-2010" "35" "0" "0" "0" "0" "ITA87PB02DN8OE" " 320" "KF309963" "Fungi" "-158.185224236029" "Ascomycota" "-158.185224236029" "Dothideomycetes" "-158.185224236029" "Capnodiales" "-127.558470846547" "Mycosphaerellaceae" "-127.558470846547" "Penidiella" "-100.620596911178" "Dothideomycetes" "-158.185224236029"
"ITA87PB02C1I41" "A792" "ITA87PB02C1I41" "68" " Fibulobasidium" "40" "0" "0" "0" "0" "ITA87PB02EJ2MN" " 304" "KF823589" "Fungi" "-119.04127765513" "Basidiomycota" "-119.04127765513" "Tremellomycetes" "-119.04127765513" "Tremellales" "-119.04127765513" "Sirobasidiaceae" "-119.04127765513" "unidentified" "-119.04127765513" "uncultured" "-119.04127765513"
"ITA87PB02ERKKC" "A280" "ITA87PB02ERKKC" "67" " Friedmanniomyces endolithicus" "47" "0" "0" "0" "0" "ITA87PB02ERKKC" "  90" "KF309969" "Fungi" "-103.616329184732" "Ascomycota" "-103.616329184732" "Dothideomycetes" "-103.616329184732" "Capnodiales" "-98.318011818184" "Teratosphaeriaceae" "-94.4059888127559" "Teratosphaeria" "-94.4059888127559" "Monticola" "-103.616329184732"
"ITA87PB02EXBVO" "A280" "ITA87PB02EXBVO" "65" " Skyttea gregaria" "33" "0" "0" "0" "0" "ITA87PB02DK85F" " 414" "KJ559537" "Fungi" "-123.6464" "Ascomycota" "-123.6464" "Lecanoromycetes" "-123.6464" "Ostropales" "-123.6464" "Odontotremataceae" "-123.6464" "Skyttea" "-123.6464" "Skyttea" "-123.6464"
"ITA87PB02DK47R" "A476" "ITA87PB02DK47R" "64" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02EG0LF" "A360" "ITA87PB02EG0LF" "63" " Ascomycota sp. AR-2010" "48" "0" "0" "0" "0" "ITA87PB02EG0LF" " 145" "KF309963" "Fungi" "-153.174588941933" "Ascomycota" "-153.174588941933" "Dothideomycetes" "-153.174588941933" "Capnodiales" "-138.155105579643" "Mycosphaerellaceae" "-138.155105579643" "Penidiella" "-111.03491008748" "Dothideomycetes" "-153.174588941933"
"ITA87PB02DLGX7" "A032" "ITA87PB02DLGX7" "63" " Ascomycota" "29" "0" "0" "0" "0" "ITA87PB02DIBI0" " 520" "AM999707" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Dothideomycetes" "-210.451534194332" "Botryosphaeriales" "-210.451534194332" "unidentified" "-218.052436653874" "unidentified" "-218.052436653874" "Ascomycota" "-218.052436653874"
"ITA87PB02DBNAB" "A280" "ITA87PB02DBNAB" "60" " Camarosporula persooniae" "50" "0" "0" "0" "0" "ITA87PB02DBNAB" " 106" "JN905674" "Fungi" "-161.180956509583" "Ascomycota" "-161.180956509583" "Dothideomycetes" "-161.180956509583" "Capnodiales" "-161.180956509583" "Mycosphaerellaceae" "-113.519816737268" "Phaeothecoidea" "-113.519816737268" "Capnodiales" "-161.180956509583"
"ITA87PB02EWK55" "A809" "ITA87PB02EWK55" "59" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02DZCT6" "A280" "ITA87PB02DZCT6" "59" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02EDGP9" "A280" "ITA87PB02EDGP9" "59" " Chaetothyriales sp. 16708" "24" "0" "0" "0" "0" "ITA87PB02D4OA3" " 961" "EF159564" "Fungi" "-211.837828555452" "Ascomycota" "-208.148949101338" "Eurotiomycetes" "-208.148949101338" "Chaetothyriales" "-208.148949101338" "Herpotrichiellaceae" "-208.148949101338" "Cladophialophora" "-208.148949101338" "Cladophialophora" "-208.148949101338"
"ITA87PB02EFPRC" "A434" "ITA87PB02EFPRC" "58" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02DYRMV" "A032" "ITA87PB02DYRMV" "58" " Ascomycota" "52" "0" "0" "0" "0" "ITA87PB02DYRMV" " 211" "JN906939" "Fungi" "-156.932461267534" "Ascomycota" "-151.970616137607" "Dothideomycetes" "-131.247350300661" "Botryosphaeriales" "-131.247350300661" "Botryosphaeriaceae" "-131.247350300661" "Phaeococcomyces" "-41.669675225207" "Botryosphaeriaceae" "-131.247350300661"
"ITA87PB02DFT43" "A440" "ITA87PB02DFT43" "57" " Fibulobasidium" "37" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02CZIF9" "A032" "ITA87PB02CZIF9" "56" " Ascomycota" "52" "0" "0" "0" "0" "ITA87PB02DYRMV" " 211" "JN906939" "Fungi" "-156.932461267534" "Ascomycota" "-151.970616137607" "Dothideomycetes" "-131.247350300661" "Botryosphaeriales" "-131.247350300661" "Botryosphaeriaceae" "-131.247350300661" "Phaeococcomyces" "-41.669675225207" "Botryosphaeriaceae" "-131.247350300661"
"ITA87PB02DKKDY" "A440" "ITA87PB02DKKDY" "55" " Herpotrichiellaceae" "46" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DLAYI" "A360" "ITA87PB02DLAYI" "55" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02CZOZO" "A032" "ITA87PB02CZOZO" "55" " Micarea doliiformis" "42" "0" "0" "0" "0" "ITA87PB02D9JP1" " 147" "JN904518" "Fungi" "-224.554726824748" "unidentified" "-224.554726824748" "unidentified" "-224.554726824748" "unidentified" "-224.554726824748" "unidentified" "-224.554726824748" "unidentified" "-224.554726824748" "uncultured" "-224.554726824748"
"ITA87PB02C1IIW" "A227" "ITA87PB02C1IIW" "54" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02D4O68" "A280" "ITA87PB02D4O68" "51" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02DHI82" "A361" "ITA87PB02DHI82" "49" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02CZKF0" "A360" "ITA87PB02CZKF0" "47" " Teratosphaeria fibrillosa" "14" "0" "0" "0" "0" "ITA87PB02DD3TT" "1339" "FJ265759" "Fungi" "-62.2751580264971" "Ascomycota" "-62.2751580264971" "Dothideomycetes" "-62.2751580264971" "Capnodiales" "-62.2751580264971" "Mycosphaerellaceae" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971"
"ITA87PB02C7SBE" "A360" "ITA87PB02C7SBE" "46" " Ascomycota" "52" "0" "0" "0" "0" "ITA87PB02DYRMV" " 211" "JN906939" "Fungi" "-156.932461267534" "Ascomycota" "-151.970616137607" "Dothideomycetes" "-131.247350300661" "Botryosphaeriales" "-131.247350300661" "Botryosphaeriaceae" "-131.247350300661" "Phaeococcomyces" "-41.669675225207" "Botryosphaeriaceae" "-131.247350300661"
"ITA87PB02DVMS1" "A280" "ITA87PB02DVMS1" "44" " Anhellia nectandrae" "54" "0" "0" "0" "0" "ITA87PB02DVMS1" "  56" "JN905922" "Fungi" "-168.445386732504" "Ascomycota" "-165.891487211229" "Dothideomycetes" "-165.891487211229" "Myriangiales" "-165.891487211229" "Myriangiaceae" "-165.891487211229" "Myriangium" "-165.891487211229" "Myriangium" "-165.891487211229"
"ITA87PB02EXFFB" "A280" "ITA87PB02EXFFB" "41" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02C8TJ7" "A434" "ITA87PB02C8TJ7" "40" " Ascomycota sp. CH-Fn22" "32" "0" "0" "0" "0" "ITA87PB02DQB5N" " 792" "KF516946" "Fungi" "-129.050125723324" "Ascomycota" "-106.024274793384" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "fungal" "-129.050125723324"
"ITA87PB02EVHO2" "A670" "ITA87PB02EVHO2" "39" " Fibulobasidium" "40" "0" "0" "0" "0" "ITA87PB02EJ2MN" " 304" "KF823589" "Fungi" "-119.04127765513" "Basidiomycota" "-119.04127765513" "Tremellomycetes" "-119.04127765513" "Tremellales" "-119.04127765513" "Sirobasidiaceae" "-119.04127765513" "unidentified" "-119.04127765513" "uncultured" "-119.04127765513"
"ITA87PB02D601O" "A243" "ITA87PB02D601O" "39" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02DCAXS" "A360" "ITA87PB02DCAXS" "37" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
"ITA87PB02DNLOZ" "A243" "ITA87PB02DNLOZ" "37" " Herpotrichiellaceae" "44" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02D7549" "A243" "ITA87PB02D7549" "37" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02D62KY" "A032" "ITA87PB02D62KY" "37" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
"ITA87PB02EHBYW" "A832" "ITA87PB02EHBYW" "35" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02C00Y7" "A440" "ITA87PB02C00Y7" "34" " Fibulobasidium" "37" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DGESH" "A360" "ITA87PB02DGESH" "34" " Ascomycota sp. CH-Fn22" "55" "0" "0" "0" "0" "ITA87PB02DGESH" "  50" "FJ008686" "Fungi" "-144.369713678065" "Ascomycota" "-144.369713678065" "unidentified" "-144.369713678065" "unidentified" "-144.369713678065" "unidentified" "-144.369713678065" "unidentified" "-144.369713678065" "Ascomycota" "-144.369713678065"
"ITA87PB02DBCMG" "A243" "ITA87PB02DBCMG" "34" " Flagellospora curvula" "56" "0" "0" "0" "0" "ITA87PB02DBCMG" "  57" "HQ701748" "Fungi" "-133.906610337593" "Ascomycota" "-133.906610337593" "Dothideomycetes" "-133.906610337593" "Hypocreales" "-116.045545381576" "Nectriaceae" "-116.045545381576" "Flagellospora" "-116.045545381576" "Leotiomycetes" "-117.431839742696"
"ITA87PB02D0Z3D" "A809" "ITA87PB02D0Z3D" "33" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02DOVZH" "A622" "ITA87PB02DOVZH" "33" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DG48W" "A622" "ITA87PB02DG48W" "33" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02D0FMI" "A360" "ITA87PB02D0FMI" "33" " Fibulobasidium" "13" "0" "0" "0" "0" "ITA87PB02DOA4D" "1574" "KF823589" "Fungi" "-114.030642361034" "Basidiomycota" "-114.030642361034" "Tremellomycetes" "-114.030642361034" "Tremellales" "-114.030642361034" "Sirobasidiaceae" "-114.030642361034" "unidentified" "-114.030642361034" "uncultured" "-114.030642361034"
"ITA87PB02DD5AC" "A243" "ITA87PB02DD5AC" "32" " Capronia sp. 96005a" "57" "0" "0" "0" "0" "ITA87PB02DD5AC" "  82" "EF373584" "Fungi" "-190.015950429838" "Ascomycota" "-190.015950429838" "Eurotiomycetes" "-190.015950429838" "Chaetothyriales" "-190.015950429838" "Herpotrichiellaceae" "-184.899954620084" "Capronia" "-174.996467067547" "Chaetothyriales" "-190.015950429838"
"ITA87PB02DVMD3" "A194" "ITA87PB02DVMD3" "32" " Bagliettoa marmorea" "17" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Ascomycota" NA "Eurotiomycetes" NA "Verrucariales" NA "Verrucariaceae" NA "Endococcus?" NA "Endococcus macrosporus" NA
"ITA87PB02C2PEI" "A622" "ITA87PB02C2PEI" "31" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02ECCRN" "A361" "ITA87PB02ECCRN" "31" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D2J58" "A172" "ITA87PB02D2J58" "31" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02DXHOU" "A622" "ITA87PB02DXHOU" "30" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C42WT" "A608" "ITA87PB02C42WT" "30" " Ascomycota" "34" "0" "0" "0" "0" "ITA87PB02DWHIU" " 870" "KF297168" "Fungi" "-39.2493070965566" "Ascomycota" "-39.2493070965566" "Eurotiomycetes" "-39.2493070965566" "Chaetothyriales" "-39.2493070965566" "Herpotrichiellaceae" "-35.4550671267848" "Staurothele" "-26.5324088272604" "Chaetothyriales" "-39.2493070965566"
"ITA87PB02DKP2K" "A280" "ITA87PB02DKP2K" "30" " Chaetothyriales sp. 16708" "24" "0" "0" "0" "0" "ITA87PB02D4OA3" " 961" "EF159564" "Fungi" "-211.837828555452" "Ascomycota" "-208.148949101338" "Eurotiomycetes" "-208.148949101338" "Chaetothyriales" "-208.148949101338" "Herpotrichiellaceae" "-208.148949101338" "Cladophialophora" "-208.148949101338" "Cladophialophora" "-208.148949101338"
"ITA87PB02CX3TL" "A809" "ITA87PB02CX3TL" "29" " Fibulobasidium" "7" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D6IWS" "A434" "ITA87PB02D6IWS" "29" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02ECFYO" "A280" "ITA87PB02ECFYO" "27" " Ascomycota" "27" "0" "0" "0" "0" "ITA87PB02DYC5S" " 713" "KF274189" "Fungi" "-206.539511188904" "Ascomycota" "-206.539511188904" "Dothideomycetes" "-206.539511188904" "Botryosphaeriales" "-206.539511188904" "unidentified" "-206.539511188904" "unidentified" "-206.539511188904" "Ascomycota" "-206.539511188904"
"ITA87PB02EELVF" "A243" "ITA87PB02EELVF" "27" " Capronia sp. 96005a" "57" "0" "0" "0" "0" "ITA87PB02DD5AC" "  82" "EF373584" "Fungi" "-190.015950429838" "Ascomycota" "-190.015950429838" "Eurotiomycetes" "-190.015950429838" "Chaetothyriales" "-190.015950429838" "Herpotrichiellaceae" "-184.899954620084" "Capronia" "-174.996467067547" "Chaetothyriales" "-190.015950429838"
"ITA87PB02D7H9C" "A227" "ITA87PB02D7H9C" "27" " Not assigned" "1" "0" "0" "0" "0" "ITA87PB02CYCFC" "6312" "JN906464" "Fungi" "-88.1913807143337" "Basidiomycota" "-19.1138279245123" "Tremellomycetes" "-19.1138279245123" "Tremellales" "-19.1138279245123" "unidentified" "-88.1913807143337" "unidentified" "-88.1913807143337" "Tremellomycetes" "-15.4249484703984"
"ITA87PB02EB5BO" "A360" "ITA87PB02EB5BO" "26" " Devriesia fraseriae" "14" "0" "0" "0" "0" "ITA87PB02DD3TT" "1339" "FJ265759" "Fungi" "-62.2751580264971" "Ascomycota" "-62.2751580264971" "Dothideomycetes" "-62.2751580264971" "Capnodiales" "-62.2751580264971" "Mycosphaerellaceae" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971"
"ITA87PB02C5KNF" "A360" "ITA87PB02C5KNF" "26" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
